heightmap_images/0.png,"['tiny mountain top left', 'huge river center', 'large mountain top left', 'medium mountain center']",0,1,0,0,1
heightmap_images/1.png,"['tiny lake top right', 'small mountain center', 'tiny mountain center', 'huge forest top center', 'medium river center left', 'tiny road center left', 'medium mountain bottom left', 'large mountain center left', 'huge lake bottom left', 'small river center right']",1,1,1,1,1
heightmap_images/2.png,"['small mountain bottom left', 'medium mountain bottom left', 'huge lake bottom right']",0,0,1,0,1
heightmap_images/3.png,"['medium river top left', 'medium mountain center left', 'small river center right', 'small lake top right']",0,1,1,0,1
heightmap_images/4.png,['large river center right'],0,1,0,0,0
heightmap_images/5.png,"['small mountain bottom left', 'large river bottom center', 'large lake center left']",0,1,1,0,1
heightmap_images/6.png,"['large road bottom center', 'huge mountain center right', 'small lake bottom right', 'medium lake top left', 'tiny lake bottom center', 'small mountain bottom center', 'medium road center left', 'huge mountain center right', 'tiny mountain center right']",1,0,1,0,1
heightmap_images/7.png,"['small mountain bottom right', 'large river bottom right']",0,1,0,0,1
heightmap_images/8.png,"['huge lake bottom center', 'large lake top center', 'tiny lake bottom left']",0,0,1,0,0
heightmap_images/9.png,"['huge mountain center', 'medium road center right', 'tiny road top center', 'small mountain center right']",1,0,0,0,1
heightmap_images/10.png,"['tiny river bottom center', 'small forest center left', 'large forest top center', 'small forest top right', 'large lake bottom left', 'medium river bottom center']",0,1,1,1,0
heightmap_images/11.png,"['small lake top right', 'medium forest bottom left', 'medium river top right']",0,1,1,1,0
heightmap_images/12.png,"['small forest bottom right', 'huge river center left', 'huge river top center', 'huge forest bottom center', 'tiny river center', 'tiny mountain top left', 'medium road bottom left']",1,1,0,1,1
heightmap_images/13.png,['huge road bottom center'],1,0,0,0,0
heightmap_images/14.png,"['small lake top left', 'tiny road center left', 'huge forest top left', 'small road bottom right', 'large river bottom center', 'huge forest top center']",1,1,1,1,0
heightmap_images/15.png,"['large river center', 'huge lake center', 'large mountain center right', 'large road center', 'tiny lake center left', 'large mountain center', 'huge forest top center']",1,1,1,1,1
heightmap_images/16.png,"['tiny river top left', 'medium mountain top left']",0,1,0,0,1
heightmap_images/17.png,"['huge lake center', 'medium river top left', 'small forest top right', 'large mountain center right', 'tiny road bottom right', 'large forest bottom center', 'small river center left', 'tiny forest top right', 'small mountain center left']",1,1,1,1,1
heightmap_images/18.png,"['tiny mountain top center', 'small lake center left', 'huge forest top center', 'tiny road center', 'medium river center left', 'medium mountain top right', 'small lake top left', 'huge road top left']",1,1,1,1,1
heightmap_images/19.png,"['huge mountain top center', 'tiny lake center right', 'large forest top center', 'medium lake top left', 'huge mountain center', 'medium river center left', 'huge lake bottom right']",0,1,1,1,1
heightmap_images/20.png,['large lake center left'],0,0,1,0,0
heightmap_images/21.png,"['medium forest top right', 'tiny lake bottom right', 'tiny lake bottom right', 'huge mountain bottom center', 'large road top left', 'small forest center left', 'tiny river center right', 'huge lake bottom left']",1,1,1,1,1
heightmap_images/22.png,"['small road top left', 'small river bottom right']",1,1,0,0,0
heightmap_images/23.png,"['huge mountain center', 'medium forest center right', 'medium mountain top right', 'medium river bottom left', 'huge road center']",1,1,0,1,1
heightmap_images/24.png,['tiny lake bottom right'],0,0,1,0,0
